city_ascii,lat,lng,country,iso2,iso3,admin_name,capital
North Elba,44.2394,-73.9969,United States,US,USA,New York,
Sand Lake,42.6285,-73.5477,United States,US,USA,New York,
Erwin,42.138,-77.1415,United States,US,USA,New York,
Schroeppel,43.265,-76.2748,United States,US,USA,New York,
Cortlandville,42.5892,-76.1615,United States,US,USA,New York,
Boston,42.6528,-78.7555,United States,US,USA,New York,
Deerpark,41.446,-74.6626,United States,US,USA,New York,
Greenfield,43.1374,-73.8762,United States,US,USA,New York,
Big Flats,42.1387,-76.9138,United States,US,USA,New York,
Eden,42.6527,-78.8787,United States,US,USA,New York,
Royalton,43.1522,-78.5434,United States,US,USA,New York,
Coeymans,42.4936,-73.8835,United States,US,USA,New York,
Pompey,42.9229,-75.9803,United States,US,USA,New York,
Busti,42.0459,-79.312,United States,US,USA,New York,
Wawayanda,41.3843,-74.4618,United States,US,USA,New York,
Clarkson,43.2533,-77.9228,United States,US,USA,New York,
Mount Hope,41.46,-74.528,United States,US,USA,New York,
Peru,44.582,-73.556,United States,US,USA,New York,
Hanover,42.4922,-79.1253,United States,US,USA,New York,
Milo,42.615,-77.0031,United States,US,USA,New York,
Hoosick,42.8903,-73.3561,United States,US,USA,New York,
Williamson,43.2417,-77.1923,United States,US,USA,New York,
Scriba,43.4599,-76.4186,United States,US,USA,New York,
Granby,43.2918,-76.4408,United States,US,USA,New York,
Porter,43.2517,-78.972,United States,US,USA,New York,
Pendleton,43.1015,-78.7664,United States,US,USA,New York,
Collins,42.4908,-78.8623,United States,US,USA,New York,
Duanesburg,42.7799,-74.1805,United States,US,USA,New York,
West Point,41.3646,-74.0135,United States,US,USA,New York,
Ridgeway,43.2619,-78.3806,United States,US,USA,New York,
Calverton,40.9163,-72.7645,United States,US,USA,New York,
Fenton,42.2009,-75.8012,United States,US,USA,New York,
Cairo,42.2965,-74.0205,United States,US,USA,New York,
Lee,43.3257,-75.5175,United States,US,USA,New York,
Ellenville,41.7009,-74.3609,United States,US,USA,New York,
Yaphank,40.8323,-72.9233,United States,US,USA,New York,
Wilna,44.0562,-75.5903,United States,US,USA,New York,
Verona,43.1592,-75.6189,United States,US,USA,New York,
Hurley,41.9622,-74.1159,United States,US,USA,New York,
Westmoreland,43.1216,-75.4476,United States,US,USA,New York,
Rosendale,41.8473,-74.0786,United States,US,USA,New York,
Woodstock,42.0557,-74.1653,United States,US,USA,New York,
Claverack,42.2235,-73.6873,United States,US,USA,New York,
Cambria,43.1766,-78.8202,United States,US,USA,New York,
Volney,43.3594,-76.3732,United States,US,USA,New York,
Pittstown,42.8647,-73.5051,United States,US,USA,New York,
Saratoga,43.0604,-73.6474,United States,US,USA,New York,
Kirkwood,42.0889,-75.8033,United States,US,USA,New York,
Gardiner,41.6949,-74.1869,United States,US,USA,New York,
Richland,43.5468,-76.1381,United States,US,USA,New York,
Riga,43.0802,-77.8753,United States,US,USA,New York,
Harrietstown,44.243,-74.2363,United States,US,USA,New York,
Marbletown,41.8699,-74.1628,United States,US,USA,New York,
Hamptonburgh,41.4484,-74.254,United States,US,USA,New York,
Lyons,43.0882,-76.9996,United States,US,USA,New York,
Beekmantown,44.7719,-73.4997,United States,US,USA,New York,
Vienna,43.2344,-75.7777,United States,US,USA,New York,
Marilla,42.8251,-78.5322,United States,US,USA,New York,
Newfield,42.3377,-76.613,United States,US,USA,New York,
Conklin,42.0399,-75.8342,United States,US,USA,New York,
Maine,42.2,-76.0314,United States,US,USA,New York,
Ghent,42.312,-73.6509,United States,US,USA,New York,
Pound Ridge,41.2115,-73.5747,United States,US,USA,New York,
North Salem,41.333,-73.6042,United States,US,USA,New York,
Shelby,43.1738,-78.3868,United States,US,USA,New York,
Schuyler Falls,44.6578,-73.5842,United States,US,USA,New York,
Flanders,40.8925,-72.6049,United States,US,USA,New York,
Northumberland,43.1621,-73.6305,United States,US,USA,New York,
Colesville,42.1742,-75.6627,United States,US,USA,New York,
Ulysses,42.5124,-76.6169,United States,US,USA,New York,
Charlotte,35.2079,-80.8304,United States,US,USA,North Carolina,
Raleigh,35.8324,-78.6438,United States,US,USA,North Carolina,admin
Winston-Salem,36.1029,-80.261,United States,US,USA,North Carolina,
Durham,35.9795,-78.9032,United States,US,USA,North Carolina,
Greensboro,36.0956,-79.8268,United States,US,USA,North Carolina,
Fayetteville,35.0846,-78.9776,United States,US,USA,North Carolina,
Asheville,35.5704,-82.5537,United States,US,USA,North Carolina,
Concord,35.3932,-80.6363,United States,US,USA,North Carolina,
Wilmington,34.2101,-77.886,United States,US,USA,North Carolina,
Hickory,35.7426,-81.323,United States,US,USA,North Carolina,
Gastonia,35.2494,-81.1853,United States,US,USA,North Carolina,
High Point,35.9905,-79.9937,United States,US,USA,North Carolina,
Cary,35.7817,-78.8175,United States,US,USA,North Carolina,
Greenville,35.5956,-77.3768,United States,US,USA,North Carolina,
Burlington,36.0762,-79.4687,United States,US,USA,North Carolina,
Jacksonville,34.7287,-77.394,United States,US,USA,North Carolina,
Rocky Mount,35.9676,-77.8047,United States,US,USA,North Carolina,
Chapel Hill,35.927,-79.0391,United States,US,USA,North Carolina,
Goldsboro,35.3777,-77.972,United States,US,USA,North Carolina,
Huntersville,35.4057,-80.8729,United States,US,USA,North Carolina,
New Bern,35.0955,-77.0723,United States,US,USA,North Carolina,
Apex,35.7246,-78.8698,United States,US,USA,North Carolina,
Wilson,35.7312,-77.9284,United States,US,USA,North Carolina,
Kannapolis,35.4764,-80.6403,United States,US,USA,North Carolina,
Morehead City,34.7304,-76.7386,United States,US,USA,North Carolina,
Pinehurst,35.1922,-79.4682,United States,US,USA,North Carolina,
Wake Forest,35.9634,-78.5139,United States,US,USA,North Carolina,
Asheboro,35.7157,-79.8129,United States,US,USA,North Carolina,
Indian Trail,35.0699,-80.6453,United States,US,USA,North Carolina,
Mooresville,35.5849,-80.8266,United States,US,USA,North Carolina,
Holly Springs,35.654,-78.8403,United States,US,USA,North Carolina,
Monroe,35.0061,-80.5593,United States,US,USA,North Carolina,
Sanford,35.4874,-79.1772,United States,US,USA,North Carolina,
Salisbury,35.6657,-80.491,United States,US,USA,North Carolina,
Matthews,35.1195,-80.7101,United States,US,USA,North Carolina,
Smithfield,35.5131,-78.3495,United States,US,USA,North Carolina,
Cornelius,35.4731,-80.8822,United States,US,USA,North Carolina,
Lumberton,34.6312,-79.0186,United States,US,USA,North Carolina,
Garner,35.6938,-78.6199,United States,US,USA,North Carolina,
Fuquay-Varina,35.5961,-78.7807,United States,US,USA,North Carolina,
Kinston,35.2748,-77.5937,United States,US,USA,North Carolina,
Shelby,35.2904,-81.5451,United States,US,USA,North Carolina,
Mint Hill,35.1781,-80.6532,United States,US,USA,North Carolina,
Statesville,35.7838,-80.8711,United States,US,USA,North Carolina,
Thomasville,35.8813,-80.0807,United States,US,USA,North Carolina,
Morrisville,35.8366,-78.8348,United States,US,USA,North Carolina,
Boone,36.2111,-81.6668,United States,US,USA,North Carolina,
Forest City,35.3339,-81.8702,United States,US,USA,North Carolina,
Kernersville,36.1065,-80.0847,United States,US,USA,North Carolina,
Rockingham,34.9386,-79.7608,United States,US,USA,North Carolina,
Lincolnton,35.4747,-81.2385,United States,US,USA,North Carolina,
Roanoke Rapids,36.4452,-77.649,United States,US,USA,North Carolina,
Elizabeth City,36.2942,-76.236,United States,US,USA,North Carolina,
Carrboro,35.9259,-79.0877,United States,US,USA,North Carolina,
Clayton,35.6594,-78.4503,United States,US,USA,North Carolina,
Havelock,34.9078,-76.8987,United States,US,USA,North Carolina,
Clemmons,36.0318,-80.3861,United States,US,USA,North Carolina,
Kill Devil Hills,36.0167,-75.6699,United States,US,USA,North Carolina,
Henderson,36.3259,-78.4155,United States,US,USA,North Carolina,
Laurinburg,34.7596,-79.4781,United States,US,USA,North Carolina,
Leland,34.204,-78.028,United States,US,USA,North Carolina,
Swansboro,34.6957,-77.1356,United States,US,USA,North Carolina,
Mount Airy,36.5083,-80.6155,United States,US,USA,North Carolina,
Lexington,35.8017,-80.2682,United States,US,USA,North Carolina,
North Wilkesboro,36.1728,-81.1391,United States,US,USA,North Carolina,
Lenoir,35.9097,-81.5247,United States,US,USA,North Carolina,
Butner,36.1285,-78.7501,United States,US,USA,North Carolina,
Albemarle,35.3601,-80.1919,United States,US,USA,North Carolina,
Eden,36.5029,-79.7421,United States,US,USA,North Carolina,
Morganton,35.7408,-81.7003,United States,US,USA,North Carolina,
Wendell,35.7823,-78.3959,United States,US,USA,North Carolina,
Washington,35.5587,-77.0546,United States,US,USA,North Carolina,
Hope Mills,34.9689,-78.9559,United States,US,USA,North Carolina,
Knightdale,35.7917,-78.4966,United States,US,USA,North Carolina,
Harrisburg,35.3126,-80.649,United States,US,USA,North Carolina,
Stallings,35.109,-80.6594,United States,US,USA,North Carolina,
Mount Holly,35.3136,-81.0072,United States,US,USA,North Carolina,
Dunn,35.3113,-78.6129,United States,US,USA,North Carolina,
Archer Lodge,35.6907,-78.3749,United States,US,USA,North Carolina,
Waxhaw,34.9364,-80.7437,United States,US,USA,North Carolina,
Murraysville,34.2919,-77.8429,United States,US,USA,North Carolina,
Mebane,36.0876,-79.2756,United States,US,USA,North Carolina,
Graham,36.0596,-79.3898,United States,US,USA,North Carolina,
Southern Pines,35.1921,-79.4042,United States,US,USA,North Carolina,
Hendersonville,35.3241,-82.4578,United States,US,USA,North Carolina,
Lewisville,36.103,-80.4164,United States,US,USA,North Carolina,
Brevard,35.2439,-82.7265,United States,US,USA,North Carolina,
Piney Green,34.7498,-77.3209,United States,US,USA,North Carolina,
Reidsville,36.3379,-79.6727,United States,US,USA,North Carolina,
Newton,35.6631,-81.2332,United States,US,USA,North Carolina,
Marion,35.6775,-82.0014,United States,US,USA,North Carolina,
Tarboro,35.9046,-77.5563,United States,US,USA,North Carolina,
Oak Island,33.9433,-78.1366,United States,US,USA,North Carolina,
Davidson,35.4862,-80.8271,United States,US,USA,North Carolina,
Spring Lake,35.1841,-78.9962,United States,US,USA,North Carolina,
Belmont,35.2214,-81.0403,United States,US,USA,North Carolina,
Archdale,35.9034,-79.9592,United States,US,USA,North Carolina,
Summerfield,36.1973,-79.8999,United States,US,USA,North Carolina,
Kings Mountain,35.2348,-81.3501,United States,US,USA,North Carolina,
Weddington,35.0228,-80.7383,United States,US,USA,North Carolina,
Myrtle Grove,34.123,-77.8834,United States,US,USA,North Carolina,
Elon,36.1014,-79.5085,United States,US,USA,North Carolina,
Waynesville,35.4853,-82.9996,United States,US,USA,North Carolina,
Winterville,35.5288,-77.3994,United States,US,USA,North Carolina,
Roxboro,36.3905,-78.9811,United States,US,USA,North Carolina,
Oxford,36.3156,-78.5848,United States,US,USA,North Carolina,
Clinton,35.0005,-78.3311,United States,US,USA,North Carolina,
Siler City,35.7252,-79.4558,United States,US,USA,North Carolina,
Kings Grant,34.2665,-77.8659,United States,US,USA,North Carolina,
St. Stephens,35.7641,-81.2746,United States,US,USA,North Carolina,
Wesley Chapel,34.9984,-80.6906,United States,US,USA,North Carolina,
Pineville,35.0864,-80.8915,United States,US,USA,North Carolina,
Conover,35.7156,-81.2168,United States,US,USA,North Carolina,
Fletcher,35.4316,-82.5038,United States,US,USA,North Carolina,
Black Mountain,35.6142,-82.3275,United States,US,USA,North Carolina,
Half Moon,34.8298,-77.4591,United States,US,USA,North Carolina,
Rolesville,35.9241,-78.466,United States,US,USA,North Carolina,
Aberdeen,35.1351,-79.4319,United States,US,USA,North Carolina,
Ogden,34.2656,-77.7965,United States,US,USA,North Carolina,
Pembroke,34.6766,-79.1934,United States,US,USA,North Carolina,
Porters Neck,34.2942,-77.7695,United States,US,USA,North Carolina,
Whiteville,34.3306,-78.7013,United States,US,USA,North Carolina,
Hillsborough,36.068,-79.0994,United States,US,USA,North Carolina,
Gibsonville,36.0991,-79.5418,United States,US,USA,North Carolina,
Franklin,35.1798,-83.3809,United States,US,USA,North Carolina,
King,36.2767,-80.3561,United States,US,USA,North Carolina,
Selma,35.5436,-78.2955,United States,US,USA,North Carolina,
Silver Lake,34.1408,-77.909,United States,US,USA,North Carolina,
Cherryville,35.3844,-81.3781,United States,US,USA,North Carolina,
Marvin,34.989,-80.8034,United States,US,USA,North Carolina,
Woodfin,35.6458,-82.5914,United States,US,USA,North Carolina,
Elkin,36.2621,-80.8443,United States,US,USA,North Carolina,
Hamlet,34.889,-79.7098,United States,US,USA,North Carolina,
Carolina Beach,34.0396,-77.8966,United States,US,USA,North Carolina,
Tabor City,34.1538,-78.8737,United States,US,USA,North Carolina,
James City,35.0592,-77.02,United States,US,USA,North Carolina,
Cullowhee,35.3107,-83.1815,United States,US,USA,North Carolina,
Taylorsville,35.9175,-81.1754,United States,US,USA,North Carolina,
Nashville,35.9693,-77.9552,United States,US,USA,North Carolina,
Bessemer City,35.2843,-81.2841,United States,US,USA,North Carolina,
Mocksville,35.9002,-80.562,United States,US,USA,North Carolina,
Manteo,35.9013,-75.661,United States,US,USA,North Carolina,
Zebulon,35.8318,-78.3162,United States,US,USA,North Carolina,
Mount Olive,35.1996,-78.0664,United States,US,USA,North Carolina,
Wadesboro,34.9645,-80.0746,United States,US,USA,North Carolina,
Sawmills,35.8162,-81.4779,United States,US,USA,North Carolina,
Williamston,35.8468,-77.0655,United States,US,USA,North Carolina,
Ayden,35.4694,-77.4167,United States,US,USA,North Carolina,
Walkertown,36.1575,-80.1645,United States,US,USA,North Carolina,
Angier,35.5105,-78.7394,United States,US,USA,North Carolina,
Lake Norman of Catawba,35.5995,-80.984,United States,US,USA,North Carolina,
Etowah,35.3061,-82.5902,United States,US,USA,North Carolina,
Mills River,35.3853,-82.5854,United States,US,USA,North Carolina,
Oak Ridge,36.1738,-79.992,United States,US,USA,North Carolina,
Unionville,35.072,-80.5174,United States,US,USA,North Carolina,
Trinity,35.8756,-80.0093,United States,US,USA,North Carolina,
Wrightsboro,34.2895,-77.9217,United States,US,USA,North Carolina,
Stokesdale,36.2316,-79.9834,United States,US,USA,North Carolina,
Hampstead,34.3627,-77.7318,United States,US,USA,North Carolina,
Fargo,46.8653,-96.8292,United States,US,USA,North Dakota,
Bismarck,46.814,-100.7695,United States,US,USA,North Dakota,admin
Grand Forks,47.9221,-97.0887,United States,US,USA,North Dakota,
Minot,48.2374,-101.278,United States,US,USA,North Dakota,
West Fargo,46.8573,-96.9057,United States,US,USA,North Dakota,
Williston,48.1814,-103.6364,United States,US,USA,North Dakota,
Mandan,46.829,-100.887,United States,US,USA,North Dakota,
Dickinson,46.8918,-102.7924,United States,US,USA,North Dakota,
Jamestown,46.9063,-98.6937,United States,US,USA,North Dakota,
Wahpeton,46.2722,-96.6118,United States,US,USA,North Dakota,
Devils Lake,48.1131,-98.8753,United States,US,USA,North Dakota,
Valley City,46.9223,-98.0055,United States,US,USA,North Dakota,
Watford City,47.8028,-103.2678,United States,US,USA,North Dakota,
Minot AFB,48.4209,-101.3381,United States,US,USA,North Dakota,
Cleveland,41.4767,-81.6805,United States,US,USA,Ohio,
Cincinnati,39.1412,-84.506,United States,US,USA,Ohio,
Columbus,39.986,-82.9851,United States,US,USA,Ohio,admin
Dayton,39.7797,-84.1998,United States,US,USA,Ohio,
Akron,41.0798,-81.5219,United States,US,USA,Ohio,
Toledo,41.6639,-83.5822,United States,US,USA,Ohio,
Youngstown,41.0993,-80.6463,United States,US,USA,Ohio,
Canton,40.8076,-81.3678,United States,US,USA,Ohio,
Lorain,41.4409,-82.184,United States,US,USA,Ohio,
Lakewood,41.4824,-81.8008,United States,US,USA,Ohio,
Cleveland Heights,41.5112,-81.5636,United States,US,USA,Ohio,
Norwood,39.1604,-84.4534,United States,US,USA,Ohio,
East Cleveland,41.5318,-81.5795,United States,US,USA,Ohio,
Willowick,41.6343,-81.468,United States,US,USA,Ohio,
Bexley,39.965,-82.9343,United States,US,USA,Ohio,
University Heights,41.4948,-81.5348,United States,US,USA,Ohio,
Northbrook,39.2466,-84.5795,United States,US,USA,Ohio,
Lincoln Village,39.9532,-83.1314,United States,US,USA,Ohio,
Cheviot,39.1578,-84.6138,United States,US,USA,Ohio,
Grandview Heights,39.9793,-83.0409,United States,US,USA,Ohio,
Deer Park,39.2036,-84.3975,United States,US,USA,Ohio,
Middletown,39.5032,-84.366,United States,US,USA,Ohio,
Springfield,39.9297,-83.7957,United States,US,USA,Ohio,
Parma,41.3843,-81.7286,United States,US,USA,Ohio,
Newark,40.0705,-82.4251,United States,US,USA,Ohio,
Mansfield,40.7656,-82.5275,United States,US,USA,Ohio,
Lima,40.741,-84.1121,United States,US,USA,Ohio,
Hamilton,39.3938,-84.5652,United States,US,USA,Ohio,
Kettering,39.6957,-84.1496,United States,US,USA,Ohio,
Elyria,41.3761,-82.1063,United States,US,USA,Ohio,
Cuyahoga Falls,41.1641,-81.5207,United States,US,USA,Ohio,
Findlay,41.0467,-83.6379,United States,US,USA,Ohio,
Dublin,40.1112,-83.1453,United States,US,USA,Ohio,
Euclid,41.5904,-81.5188,United States,US,USA,Ohio,
Sandusky,41.4437,-82.7149,United States,US,USA,Ohio,
Mentor,41.6895,-81.3361,United States,US,USA,Ohio,
Beavercreek,39.731,-84.0624,United States,US,USA,Ohio,
New Philadelphia,40.486,-81.4402,United States,US,USA,Ohio,
Marion,40.5933,-83.1236,United States,US,USA,Ohio,
Strongsville,41.3128,-81.8313,United States,US,USA,Ohio,
Lancaster,39.7249,-82.6049,United States,US,USA,Ohio,
Fairfield,39.3301,-84.5405,United States,US,USA,Ohio,
Zanesville,39.9567,-82.0133,United States,US,USA,Ohio,
Grove City,39.8659,-83.0692,United States,US,USA,Ohio,
Westerville,40.1241,-82.9209,United States,US,USA,Ohio,
Warren,41.239,-80.8174,United States,US,USA,Ohio,
Delaware,40.2866,-83.0747,United States,US,USA,Ohio,
Huber Heights,39.8595,-84.113,United States,US,USA,Ohio,
Reynoldsburg,39.9587,-82.7943,United States,US,USA,Ohio,
Portsmouth,38.7539,-82.9446,United States,US,USA,Ohio,
Hilliard,40.0353,-83.1578,United States,US,USA,Ohio,
Upper Arlington,40.0272,-83.0704,United States,US,USA,Ohio,
Gahanna,40.0251,-82.8637,United States,US,USA,Ohio,
Brunswick,41.2465,-81.8198,United States,US,USA,Ohio,
Stow,41.1765,-81.4344,United States,US,USA,Ohio,
Boardman,41.0334,-80.6671,United States,US,USA,Ohio,
Fairborn,39.801,-84.0094,United States,US,USA,Ohio,
North Ridgeville,41.3851,-82.0194,United States,US,USA,Ohio,
Mason,39.3571,-84.3023,United States,US,USA,Ohio,
Bowling Green,41.3773,-83.6501,United States,US,USA,Ohio,
Massillon,40.7839,-81.5256,United States,US,USA,Ohio,
Westlake,41.4524,-81.9295,United States,US,USA,Ohio,
Alliance,40.9107,-81.1189,United States,US,USA,Ohio,
North Olmsted,41.415,-81.919,United States,US,USA,Ohio,
Chillicothe,39.3393,-82.9937,United States,US,USA,Ohio,
Wooster,40.8166,-81.9334,United States,US,USA,Ohio,
North Royalton,41.3138,-81.7452,United States,US,USA,Ohio,
East Liverpool,40.6333,-80.5677,United States,US,USA,Ohio,
Athens,39.3269,-82.0987,United States,US,USA,Ohio,
Kent,41.149,-81.361,United States,US,USA,Ohio,
Austintown,41.0932,-80.7405,United States,US,USA,Ohio,
Ashtabula,41.8806,-80.7984,United States,US,USA,Ohio,
Garfield Heights,41.4199,-81.6038,United States,US,USA,Ohio,
Shaker Heights,41.4744,-81.5496,United States,US,USA,Ohio,
Xenia,39.6829,-83.9413,United States,US,USA,Ohio,
Medina,41.1358,-81.8694,United States,US,USA,Ohio,
Barberton,41.0094,-81.6037,United States,US,USA,Ohio,
Troy,40.0435,-84.2189,United States,US,USA,Ohio,
Green,40.9483,-81.4757,United States,US,USA,Ohio,
Riverside,39.7836,-84.1219,United States,US,USA,Ohio,
Trotwood,39.7927,-84.3165,United States,US,USA,Ohio,
Marysville,40.2276,-83.3594,United States,US,USA,Ohio,
Avon Lake,41.4945,-82.016,United States,US,USA,Ohio,
Centerville,39.6339,-84.1449,United States,US,USA,Ohio,
Wadsworth,41.0279,-81.7324,United States,US,USA,Ohio,
Avon,41.4485,-82.0187,United States,US,USA,Ohio,
Solon,41.3864,-81.4401,United States,US,USA,Ohio,
Oxford,39.5061,-84.7434,United States,US,USA,Ohio,
Willoughby,41.646,-81.4084,United States,US,USA,Ohio,
Fremont,41.3533,-83.1146,United States,US,USA,Ohio,
Maple Heights,41.4094,-81.5625,United States,US,USA,Ohio,
Hudson,41.2399,-81.4408,United States,US,USA,Ohio,
Marietta,39.4241,-81.4465,United States,US,USA,Ohio,
Mount Vernon,40.3854,-82.4732,United States,US,USA,Ohio,
South Euclid,41.5239,-81.5245,United States,US,USA,Ohio,
Piqua,40.1504,-84.2438,United States,US,USA,Ohio,
Perrysburg,41.5377,-83.6413,United States,US,USA,Ohio,
Sidney,40.2891,-84.1667,United States,US,USA,Ohio,
Lebanon,39.425,-84.2136,United States,US,USA,Ohio,
Norwalk,41.2443,-82.6088,United States,US,USA,Ohio,
Pickerington,39.889,-82.7678,United States,US,USA,Ohio,
Ashland,40.8669,-82.3157,United States,US,USA,Ohio,
Rocky River,41.4703,-81.8526,United States,US,USA,Ohio,
Parma Heights,41.3865,-81.7637,United States,US,USA,Ohio,
Miamisburg,39.6323,-84.2725,United States,US,USA,Ohio,
Oregon,41.6528,-83.4322,United States,US,USA,Ohio,
Painesville,41.724,-81.2536,United States,US,USA,Ohio,
Broadview Heights,41.3195,-81.6782,United States,US,USA,Ohio,
Tiffin,41.1165,-83.1805,United States,US,USA,Ohio,
Twinsburg,41.322,-81.4451,United States,US,USA,Ohio,
Sylvania,41.71,-83.7085,United States,US,USA,Ohio,
Whitehall,39.9682,-82.8833,United States,US,USA,Ohio,
White Oak,39.2104,-84.6059,United States,US,USA,Ohio,
Berea,41.3696,-81.8642,United States,US,USA,Ohio,
Forest Park,39.286,-84.5259,United States,US,USA,Ohio,
Mayfield Heights,41.5175,-81.4534,United States,US,USA,Ohio,
Brook Park,41.4036,-81.8219,United States,US,USA,Ohio,
Springboro,39.5612,-84.2349,United States,US,USA,Ohio,
Defiance,41.281,-84.3659,United States,US,USA,Ohio,
Niles,41.1878,-80.7531,United States,US,USA,Ohio,
Eastlake,41.6581,-81.4323,United States,US,USA,Ohio,
Steubenville,40.3653,-80.652,United States,US,USA,Ohio,
Salem,40.9049,-80.8491,United States,US,USA,Ohio,
Tallmadge,41.1023,-81.4216,United States,US,USA,Ohio,
North Canton,40.8742,-81.3971,United States,US,USA,Ohio,
Streetsboro,41.2396,-81.3456,United States,US,USA,Ohio,
Fairview Park,41.4419,-81.853,United States,US,USA,Ohio,
Aurora,41.3118,-81.345,United States,US,USA,Ohio,
Circleville,39.6063,-82.9334,United States,US,USA,Ohio,
Middleburg Heights,41.3695,-81.8151,United States,US,USA,Ohio,
Pataskala,40.011,-82.7155,United States,US,USA,Ohio,
Bay Village,41.4851,-81.9315,United States,US,USA,Ohio,
Galion,40.7384,-82.7791,United States,US,USA,Ohio,
Washington Court House,39.5383,-83.4279,United States,US,USA,Ohio,
Vandalia,39.8791,-84.193,United States,US,USA,Ohio,
Cambridge,40.0221,-81.5868,United States,US,USA,Ohio,
Harrison,39.2571,-84.7882,United States,US,USA,Ohio,
Worthington,40.0949,-83.021,United States,US,USA,Ohio,
London,39.8936,-83.4375,United States,US,USA,Ohio,
Fostoria,41.1602,-83.412,United States,US,USA,Ohio,
New Franklin,40.9525,-81.5838,United States,US,USA,Ohio,
Bridgetown,39.1551,-84.6359,United States,US,USA,Ohio,
Conneaut,41.9278,-80.5685,United States,US,USA,Ohio,
Sharonville,39.2825,-84.4069,United States,US,USA,Ohio,
Maumee,41.5696,-83.6636,United States,US,USA,Ohio,
Monroe,39.4461,-84.3666,United States,US,USA,Ohio,
Brecksville,41.3079,-81.6193,United States,US,USA,Ohio,
Lyndhurst,41.5172,-81.4922,United States,US,USA,Ohio,
Englewood,39.8643,-84.3071,United States,US,USA,Ohio,
Warrensville Heights,41.4363,-81.5222,United States,US,USA,Ohio,
Clayton,39.8689,-84.3292,United States,US,USA,Ohio,
Powell,40.1678,-83.0817,United States,US,USA,Ohio,
Monfort Heights,39.1823,-84.6075,United States,US,USA,Ohio,
Port Clinton,41.5094,-82.9383,United States,US,USA,Ohio,
Bellefontaine,40.3627,-83.763,United States,US,USA,Ohio,
West Carrollton,39.67,-84.254,United States,US,USA,Ohio,
Trenton,39.4791,-84.462,United States,US,USA,Ohio,
Greenville,40.1043,-84.6209,United States,US,USA,Ohio,
Loveland,39.2679,-84.2731,United States,US,USA,Ohio,
Dover,40.5302,-81.4805,United States,US,USA,Ohio,
Wickliffe,41.6072,-81.469,United States,US,USA,Ohio,
Bedford,41.3919,-81.5359,United States,US,USA,Ohio,
Finneytown,39.216,-84.5146,United States,US,USA,Ohio,
Wilmington,39.4387,-83.8184,United States,US,USA,Ohio,
Blue Ash,39.2478,-84.3825,United States,US,USA,Ohio,
Amherst,41.4022,-82.2303,United States,US,USA,Ohio,
Norton,41.0294,-81.6461,United States,US,USA,Ohio,
Macedonia,41.3147,-81.4989,United States,US,USA,Ohio,
Bucyrus,40.8054,-82.9718,United States,US,USA,Ohio,
Franklin,39.5538,-84.295,United States,US,USA,Ohio,
Beachwood,41.4759,-81.503,United States,US,USA,Ohio,
Seven Hills,41.3805,-81.6737,United States,US,USA,Ohio,
Jackson,39.046,-82.6493,United States,US,USA,Ohio,
Ravenna,41.1613,-81.2421,United States,US,USA,Ohio,
Coshocton,40.2618,-81.848,United States,US,USA,Ohio,
Urbana,40.1089,-83.7541,United States,US,USA,Ohio,
Springdale,39.2909,-84.476,United States,US,USA,Ohio,
Mack,39.1501,-84.6791,United States,US,USA,Ohio,
Celina,40.5551,-84.5628,United States,US,USA,Ohio,
Dent,39.1922,-84.6593,United States,US,USA,Ohio,
Forestville,39.0711,-84.3389,United States,US,USA,Ohio,
Brooklyn,41.4349,-81.7498,United States,US,USA,Ohio,
Montgomery,39.2494,-84.3457,United States,US,USA,Ohio,
Ironton,38.5319,-82.6777,United States,US,USA,Ohio,
New Albany,40.0808,-82.7896,United States,US,USA,Ohio,
Heath,40.0241,-82.4412,United States,US,USA,Ohio,
Wapakoneta,40.5664,-84.1915,United States,US,USA,Ohio,
Bedford Heights,41.4042,-81.5053,United States,US,USA,Ohio,
Van Wert,40.8653,-84.5873,United States,US,USA,Ohio,
Vermilion,41.4103,-82.3214,United States,US,USA,Ohio,
Richmond Heights,41.5589,-81.5029,United States,US,USA,Ohio,
Reading,39.2241,-84.4332,United States,US,USA,Ohio,
Struthers,41.051,-80.592,United States,US,USA,Ohio,
Tipp City,39.9643,-84.1858,United States,US,USA,Ohio,
Blacklick Estates,39.9049,-82.8655,United States,US,USA,Ohio,
Willoughby Hills,41.5873,-81.4333,United States,US,USA,Ohio,
Bryan,41.4706,-84.5484,United States,US,USA,Ohio,
Girard,41.1666,-80.6963,United States,US,USA,Ohio,
Louisville,40.837,-81.2644,United States,US,USA,Ohio,
North College Hill,39.2173,-84.5518,United States,US,USA,Ohio,
St. Marys,40.5475,-84.3931,United States,US,USA,Ohio,
Madeira,39.1854,-84.3734,United States,US,USA,Ohio,
Shelby,40.8847,-82.6578,United States,US,USA,Ohio,
Oakwood,39.7202,-84.1733,United States,US,USA,Ohio,
Sheffield Lake,41.4884,-82.0978,United States,US,USA,Ohio,
Beckett Ridge,39.3448,-84.4381,United States,US,USA,Ohio,
Olmsted Falls,41.3658,-81.9042,United States,US,USA,Ohio,
Perry Heights,40.7978,-81.468,United States,US,USA,Ohio,
Orrville,40.8482,-81.7747,United States,US,USA,Ohio,
North Madison,41.8298,-81.0511,United States,US,USA,Ohio,
Wyoming,39.2296,-84.4814,United States,US,USA,Ohio,
Highland Heights,41.5518,-81.4691,United States,US,USA,Ohio,
